,zipcode,state,target_clean,total_schools,has_preschool,has_elementary_school,has_middle_school,has_highschool,best_preschool_rating,best_elementary_school_rating,best_middle_school_rating,best_highschool_rating,preschool_distance,elementary_school_distance,middle_school_distance,highschool_distance,pool,sqft_clean,beds_clean,baths_int,has_half_bath,stories_int,is_split_level,fireplaces,has_firepit,heating_forced_air,heating_gas,heating_electric,heating_heat_pump,heating_oil,heating_baseboard,heating_radiant,heating_hot_water_steam,heating_central,heating_other,no_heating,cooling_central,cooling_heat_pump,cooling_evaporative,cooling_window_wall,cooling_fans,cooling_zoned,cooling_other,cooling_no,parking_garage,parking_carport,parking_driveway,parking_off_street,parking_other,parking_spaces,was_remodeled,city_clean,is_foreclosure,type_lot_land,type_single_family,type_condo,type_traditional,type_townhouse,type_multi_family,type_coop,type_mobile_manufactured,type_apartment,type_penthouse,type_farm_ranch,type_other,lotsize_clean,type_sum,house_age,is_new_construction,is_historical,best_preschool_rating_missing,best_elementary_school_rating_missing,best_middle_school_rating_missing,best_highschool_rating_missing
406,11214,NY,968000.0,3,0,1,1,1,0.0,8.0,7.0,4.0,100.0,0.1,0.5,0.5,0,1312.0,,,0,2.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,brooklyn,0,0,0,0,0,0,0,0,0,0,0,0,1,1683.0,1,101.0,0,1,0,0,0,0
407,30736,GA,89900.0,8,1,1,1,1,7.0,7.0,9.0,7.0,3.0,2.5,4.9,2.5,0,1750.0,2.0,2.0,0,1.0,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,ringgold,0,0,1,0,0,0,0,0,0,0,0,0,0,69696.0,1,66.0,0,0,0,0,0,0
408,75224,TX,199000.0,3,1,1,1,1,9.0,9.0,3.0,2.0,1.1,1.1,1.7,2.6,0,1500.0,3.0,2.0,0,1.0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,dallas,0,0,1,0,0,0,0,0,0,0,0,0,0,7840.0,1,77.0,0,0,0,0,0,0
409,27616,NC,199900.0,3,1,1,1,1,4.0,5.0,3.0,5.0,0.2,3.9,3.1,3.9,0,1609.0,,,0,,0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,raleigh,0,0,0,0,1,0,0,0,0,0,0,0,0,7405.0,1,25.0,0,0,0,0,0,0
410,90810,CA,509000.0,3,0,1,1,1,0.0,7.0,7.0,3.0,100.0,0.6,0.6,1.7,0,1600.0,4.0,2.0,0,1.0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,long beach,0,0,1,0,0,0,0,0,0,0,0,0,0,3990.0,1,7.0,1,0,0,0,0,0
411,98663,WA,62900.0,3,0,1,1,1,0.0,4.0,3.0,4.0,100.0,1.2,1.1,1.2,0,924.0,2.0,1.0,0,1.0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,vancouver,0,0,0,0,0,0,0,0,1,0,0,0,0,924.0,1,49.0,0,0,0,0,0,0
412,28409,NC,349900.0,3,0,1,1,1,0.0,8.0,5.0,7.0,100.0,0.98,1.2,1.26,0,2890.0,4.0,3.0,0,2.0,0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,wilmington,0,0,1,0,0,0,0,0,0,0,0,0,0,5227.0,1,21.0,0,0,0,0,0,0
413,38117,TN,129900.0,3,0,1,1,1,0.0,3.0,3.0,3.0,100.0,0.3,1.1,0.3,0,1809.0,,,0,,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,memphis,0,0,0,0,0,0,0,0,0,0,0,0,1,8190.0,1,71.0,0,0,0,0,0,0
415,10703,NY,335000.0,2,1,1,1,1,2.0,2.0,2.0,2.0,0.3,0.3,0.3,0.7,0,1000.0,2.0,2.0,0,1.0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,yonkers,0,0,1,0,0,0,0,0,0,0,0,0,0,5227.0,1,136.0,0,1,0,0,0,0
417,32256,FL,121000.0,3,0,1,1,1,0.0,4.0,2.0,4.0,100.0,2.4,3.1,4.1,0,1220.0,,,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,jacksonville,0,0,0,0,0,0,0,0,0,0,0,0,1,1220.0,1,42.0,0,0,0,0,0,0
418,95831,CA,899000.0,2,0,1,1,1,0.0,8.0,8.0,6.0,100.0,0.2,0.2,0.9,1,3715.0,5.0,4.0,0,2.0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,sacramento,0,0,1,0,0,0,0,0,0,0,0,0,0,12632.0,1,42.0,0,0,0,0,0,0
419,75071,TX,199990.0,3,0,1,1,1,0.0,8.0,6.0,8.0,100.0,6.69,6.38,6.69,0,0.0,,,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,mckinney,0,1,0,0,0,0,0,0,0,0,0,0,0,43560.0,1,0.0,0,0,0,0,0,0
420,19123,PA,300000.0,2,1,1,1,1,3.0,3.0,3.0,1.0,0.35,0.35,0.35,0.93,0,0.0,,,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,philadelphia,0,1,0,0,0,0,0,0,0,0,0,0,0,988.0,1,0.0,0,0,0,0,0,0
421,33904,FL,379000.0,24,1,1,1,1,8.0,8.0,8.0,7.0,3.25,3.25,4.42,8.08,1,1386.0,2.0,2.0,0,1.0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,cape coral,0,0,1,0,0,0,0,0,0,0,0,0,0,10000.0,1,64.0,0,0,0,0,0,0
422,89148,NV,379900.0,3,1,1,1,1,7.0,7.0,7.0,4.0,1.2,1.2,1.5,1.5,0,2667.0,4.0,3.0,0,2.0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,las vegas,0,0,1,0,0,0,0,0,0,0,0,0,0,4791.0,1,21.0,0,0,0,0,0,0
423,60651,IL,249900.0,3,1,1,1,1,3.0,3.0,3.0,1.0,0.19,0.19,0.19,1.2,0,1344.0,5.0,2.0,0,2.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,chicago,0,0,0,0,0,0,1,0,0,0,0,0,0,2952.0,1,131.0,0,1,0,0,0,0
424,62704,IL,149900.0,3,1,1,1,1,6.0,7.0,2.0,7.0,0.3,2.5,1.1,2.5,0,1885.0,4.0,2.0,0,1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,springfield,0,0,0,0,0,0,1,0,0,0,0,0,0,10010.0,1,58.0,0,0,0,0,0,0
425,33155,FL,478000.0,3,1,1,1,1,8.0,8.0,3.0,3.0,0.4,0.4,1.1,1.6,0,1256.0,3.0,2.0,0,1.0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,miami,0,0,1,0,0,0,0,0,0,0,0,0,0,7492.0,1,66.0,0,0,0,0,0,0
426,46201,IN,109900.0,2,1,1,1,1,1.0,1.0,1.0,1.0,0.4,0.4,0.4,1.0,0,2472.0,2.0,,0,1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,indianapolis,0,0,1,0,0,0,0,0,0,0,0,0,0,5445.0,1,115.0,0,1,0,0,0,0
427,38111,TN,54360.0,5,1,1,1,1,0.0,3.0,3.0,3.0,0.99,0.4,1.0,1.7,0,1809.0,,,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,memphis,0,0,0,0,0,0,0,0,0,0,0,0,1,8000.0,1,106.0,0,1,1,0,0,0
428,78260,TX,384900.0,3,1,1,1,1,8.0,8.0,8.0,8.0,0.7,0.7,4.9,8.2,0,2373.0,3.0,2.0,0,1.0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,san antonio,0,0,1,0,0,0,0,0,0,0,0,0,0,18295.0,1,7.0,1,0,0,0,0,0
429,77407,TX,239990.0,0,0,0,0,0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,0,1717.0,4.0,2.0,0,1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,richmond,0,0,1,0,0,0,0,0,0,0,0,0,0,5401.0,1,7.0,1,0,0,0,0,0
431,79905,TX,195000.0,3,1,1,1,1,9.0,9.0,5.0,4.0,0.12,0.12,0.93,1.97,0,1954.0,,,0,1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,el paso,0,0,0,0,0,0,1,0,0,0,0,0,0,5998.0,1,78.0,0,0,0,0,0,0
432,11420,NY,615000.0,3,1,1,1,1,8.0,8.0,5.0,3.0,0.35,0.35,0.16,1.08,0,1224.0,3.0,3.0,0,2.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,south ozone park,0,0,0,1,0,0,0,0,0,0,0,0,0,2800.0,1,86.0,0,0,0,0,0,0
433,77035,TX,80000.0,8,1,1,1,1,3.0,6.0,6.0,6.0,0.9,2.1,2.1,2.1,0,1244.0,2.0,2.0,0,2.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,houston,0,0,0,1,0,1,0,0,0,0,0,0,0,1110.0,2,46.0,0,0,0,0,0,0
434,32506,FL,95000.0,3,0,1,1,1,0.0,7.0,3.0,3.0,100.0,0.45,3.97,4.51,0,1144.0,3.0,2.0,0,1.0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,pensacola,1,0,1,0,0,0,0,0,0,0,0,0,0,10890.0,1,35.0,0,0,0,0,0,0
435,80012,CO,165000.0,8,1,1,1,1,4.0,4.0,4.0,3.0,0.3,0.3,0.2,2.3,0,708.0,1.0,1.0,0,2.0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,aurora,0,0,0,1,0,1,0,0,0,0,0,0,0,708.0,2,47.0,0,0,0,0,0,0
436,37421,TN,399900.0,3,0,1,1,1,0.0,6.0,5.0,3.0,100.0,1.42,5.05,6.4,0,3079.0,5.0,4.0,0,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,chattanooga,0,0,1,0,0,0,0,0,0,0,0,0,0,18731.0,1,19.0,0,0,0,0,0,0
437,38128,TN,114900.0,4,1,1,0,1,1.0,2.0,0.0,2.0,0.79,2.18,100.0,2.18,0,2803.0,4.0,3.0,0,1.0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,memphis,0,0,1,0,0,0,0,0,0,0,0,0,0,13504.0,1,58.0,0,0,0,0,0,0
438,78254,TX,237500.0,3,1,1,1,1,0.0,0.0,8.0,0.0,0.99,1.3,0.5,1.9,0,1703.0,4.0,2.0,0,1.0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,san antonio,0,0,1,0,0,0,0,0,0,0,0,0,0,4791.0,1,7.0,1,0,1,1,0,1
439,75229,TX,1150000.0,3,1,1,1,1,8.0,8.0,3.0,4.0,1.0,1.0,2.3,1.5,1,2954.0,3.0,4.0,0,1.0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,dallas,0,0,1,0,0,0,0,0,0,0,0,0,0,17860.0,1,58.0,0,0,0,0,0,0
440,79912,TX,309000.0,3,1,1,1,1,7.0,7.0,3.0,6.0,0.57,0.57,0.85,1.6,1,2969.0,5.0,3.0,0,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,el paso,0,0,1,0,0,0,0,0,0,0,0,0,0,9701.0,1,62.0,0,0,0,0,0,0
441,91352,CA,769000.0,8,0,1,1,1,0.0,7.0,7.0,7.0,100.0,0.8,0.8,0.8,0,3258.0,5.0,6.0,1,1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,sun valley,0,0,1,0,0,0,0,0,0,0,0,0,0,9111.0,1,78.0,0,0,0,0,0,0
442,85382,AZ,409900.0,8,1,1,1,1,8.0,9.0,9.0,8.0,0.6,1.3,1.3,1.4,0,2549.0,4.0,3.0,1,1.0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,3,0,peoria,0,0,1,0,0,0,0,0,0,0,0,0,0,8168.0,1,7.0,1,0,0,0,0,0
445,33019,FL,150000.0,3,1,1,1,1,3.0,4.0,4.0,4.0,1.57,1.93,2.17,1.93,0,504.0,,,0,7.0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,hollywood,0,0,0,1,0,0,0,0,0,0,0,0,0,504.0,1,101.0,0,1,0,0,0,0
446,77006,TX,680000.0,3,1,1,1,1,5.0,6.0,10.0,6.0,0.23,1.89,0.77,1.89,0,2529.0,3.0,4.0,0,4.0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,houston,0,0,0,0,0,1,0,0,0,0,0,0,0,1564.0,1,12.0,0,0,0,0,0,0
447,75052,TX,234558.0,5,1,1,1,1,9.0,9.0,7.0,8.0,0.24,0.24,1.09,3.48,0,2200.0,3.0,2.0,0,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,grand prairie,1,0,1,0,0,0,0,0,0,0,0,0,0,6764.0,1,25.0,0,0,0,0,0,0
448,85021,AZ,85000.0,8,1,1,1,1,1.0,7.0,5.0,7.0,0.4,1.6,0.5,1.6,0,429.0,0.0,1.0,0,1.0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,phoenix,0,0,0,1,0,1,0,0,0,0,0,0,0,692.0,2,46.0,0,0,0,0,0,0
450,19136,PA,149900.0,3,0,1,1,1,0.0,3.0,3.0,1.0,100.0,0.3,0.3,0.68,0,1714.0,3.0,,0,2.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,philadelphia,0,0,0,0,0,1,0,0,0,0,0,0,0,2285.0,1,101.0,0,1,0,0,0,0
451,78209,TX,399000.0,2,1,1,1,1,4.0,4.0,4.0,3.0,0.4,0.4,0.4,2.7,0,1671.0,3.0,3.0,0,2.0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,san antonio,0,0,0,0,0,1,0,0,0,0,0,0,0,958.0,1,7.0,1,0,0,0,0,0
452,91387,CA,517481.0,3,0,1,1,1,0.0,9.0,8.0,9.0,100.0,1.9,2.0,1.9,1,1930.0,4.0,3.0,0,2.0,0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,1,santa clarita,1,0,1,0,0,0,0,0,0,0,0,0,0,7400.0,1,39.0,0,0,0,0,0,0
453,37343,TN,309000.0,3,1,1,1,1,6.0,6.0,6.0,6.0,1.1,1.1,2.8,0.7,0,2484.0,,,0,2.0,0,1.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,hixson,0,0,0,0,0,0,0,0,0,0,0,0,1,2484.0,1,7.0,1,0,0,0,0,0
454,37917,TN,104900.0,3,0,1,1,1,0.0,3.0,5.0,3.0,100.0,0.81,1.15,1.03,0,905.0,3.0,,0,1.0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,knoxville,0,0,1,0,0,0,0,0,0,0,0,0,0,10497.0,1,61.0,0,0,0,0,0,0
455,10312,NY,359000.0,3,1,1,1,1,6.0,6.0,9.0,5.0,1.94,1.94,1.39,2.38,1,1354.0,3.0,3.0,0,3.0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,staten island,0,0,0,0,0,1,0,0,0,0,0,0,0,500.0,1,27.0,0,0,0,0,0,0
456,78201,TX,274900.0,3,1,1,1,1,3.0,3.0,3.0,2.0,0.4,0.4,0.4,0.7,0,1560.0,4.0,1.0,0,1.0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,san antonio,0,0,1,0,0,0,0,0,0,0,0,0,0,7840.0,1,84.0,0,0,0,0,0,0
457,76706,TX,150000.0,3,1,1,1,1,3.0,3.0,3.0,3.0,1.83,1.83,2.82,2.98,0,0.0,,,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,waco,0,1,0,0,0,0,0,0,0,0,0,0,0,65340.0,1,0.0,0,0,0,0,0,0
458,33312,FL,85000.0,3,1,1,1,1,3.0,4.0,4.0,4.0,2.3,1.5,2.5,1.5,0,400.0,1.0,1.0,0,2.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,dania beach,0,0,0,1,0,0,0,0,0,0,0,0,0,400.0,1,49.0,0,0,0,0,0,0
459,28401,NC,294900.0,3,0,1,1,1,0.0,4.0,2.0,4.0,100.0,0.17,0.37,0.17,0,1734.0,4.0,2.0,0,2.0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,wilmington,0,0,1,0,0,0,0,0,0,0,0,0,0,3223.0,1,106.0,0,1,0,0,0,0
460,77024,TX,1500000.0,3,1,1,1,1,9.0,9.0,10.0,8.0,0.25,0.25,1.17,0.66,1,2986.0,4.0,4.0,0,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,houston,0,0,1,0,0,0,0,0,0,0,0,0,0,37462.0,1,74.0,0,0,0,0,0,0
461,34759,FL,173990.0,4,1,1,1,1,3.0,3.0,1.0,3.0,8.0,8.0,1.8,8.0,0,1400.0,,,0,1.0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,poinciana,0,0,0,0,0,0,0,0,0,0,0,0,1,7026.0,1,7.0,1,0,0,0,0,0
462,43103,OH,309900.0,4,0,1,1,0,0.0,9.0,7.0,0.0,100.0,1.1,0.5,100.0,0,2322.0,,,0,,0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ashville,0,0,0,0,0,0,0,0,0,0,0,0,1,2322.0,1,9.0,1,0,0,0,0,0
463,77033,TX,181500.0,3,1,1,1,1,2.0,1.0,3.0,1.0,1.4,1.6,1.1,1.6,0,1300.0,,,0,1.0,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,houston,0,0,0,0,1,0,0,0,0,0,0,0,0,5500.0,1,7.0,1,0,0,0,0,0
464,33028,FL,419900.0,3,1,1,1,1,7.0,7.0,8.0,7.0,0.41,0.41,1.62,1.66,0,2067.0,3.0,3.0,0,1.0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,pembroke pines,0,0,1,0,0,0,0,0,0,0,0,0,0,6208.0,1,30.0,0,0,0,0,0,0
465,32413,FL,257500.0,2,1,1,1,1,7.0,7.0,6.0,7.0,10.07,10.07,7.85,10.07,0,792.0,2.0,2.0,0,1.0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,panama city beach,0,0,1,0,0,0,0,0,0,0,0,0,0,5500.0,1,10.0,1,0,0,0,0,0
466,38111,TN,488000.0,6,1,1,1,1,7.0,7.0,8.0,3.0,2.19,2.19,3.1,1.94,0,2840.0,5.0,3.0,0,1.0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,memphis,0,0,1,0,0,0,0,0,0,0,0,0,0,15246.0,1,71.0,0,0,0,0,0,0
467,19136,PA,245000.0,3,1,1,1,1,4.0,4.0,4.0,1.0,0.44,0.44,0.44,1.58,0,1540.0,,,0,2.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,philadelphia,0,0,0,1,0,0,0,0,0,0,0,0,0,933.0,1,62.0,0,0,0,0,0,0
468,94509,CA,409841.0,3,0,1,1,1,0.0,3.0,3.0,3.0,100.0,0.9,0.7,0.9,0,2046.0,3.0,,0,1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,antioch,1,0,1,0,0,0,0,0,0,0,0,0,0,9380.0,1,58.0,0,0,0,0,0,0
469,32205,FL,550000.0,3,1,1,1,1,4.0,4.0,3.0,4.0,0.3,0.3,3.0,0.8,0,3172.0,,,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,jacksonville,0,0,0,0,0,0,0,0,0,0,0,0,1,5317.0,1,110.0,0,1,0,0,0,0
470,94621,CA,395000.0,2,0,1,1,1,0.0,4.0,4.0,4.0,100.0,0.3,0.3,0.5,0,711.0,2.0,1.0,0,1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,oakland,0,0,1,0,0,0,0,0,0,0,0,0,0,4225.0,1,104.0,0,1,0,0,0,0
471,33062,FL,879900.0,3,1,1,1,1,6.0,6.0,4.0,3.0,0.73,0.73,1.85,2.7,1,2377.0,3.0,3.0,0,1.0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,pompano beach,0,0,1,0,0,0,0,0,0,0,0,0,0,7500.0,1,48.0,0,0,0,0,0,0
472,80203,CO,1875000.0,3,1,1,1,1,5.0,6.0,7.0,6.0,0.37,1.51,0.52,1.51,0,2613.0,3.0,3.0,0,2.0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,denver,0,0,0,1,0,0,0,0,0,0,0,0,0,2613.0,1,45.0,0,0,0,0,0,0
473,77078,TX,299999.0,6,1,1,1,1,2.0,2.0,2.0,1.0,1.63,1.63,2.41,0.83,1,1655.0,3.0,3.0,0,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,houston,0,0,1,0,0,0,0,0,0,0,0,0,0,27878.0,1,46.0,0,0,0,0,0,0
474,78220,TX,10000.0,3,1,1,1,1,3.0,3.0,3.0,2.0,0.54,0.54,0.54,1.98,0,0.0,,,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,san antonio,0,1,0,0,0,0,0,0,0,0,0,0,0,5271.0,1,0.0,0,0,0,0,0,0
475,77080,TX,319979.0,3,1,1,1,1,3.0,3.0,1.0,2.0,0.6,0.6,1.0,0.7,0,2109.0,3.0,2.0,0,1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,houston,0,0,1,0,0,0,0,0,0,0,0,0,0,9239.0,1,60.0,0,0,0,0,0,0
476,77573,TX,279000.0,3,1,1,1,1,6.0,6.0,6.0,4.0,1.1,1.1,2.5,2.2,0,3004.0,4.0,3.0,0,2.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,league city,0,0,1,0,0,0,0,0,0,0,0,0,0,6385.0,1,15.0,0,0,0,0,0,0
477,37419,TN,375000.0,4,1,1,1,1,6.0,9.0,4.0,4.0,3.4,2.9,2.5,2.5,0,2230.0,,,0,2.0,0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,chattanooga,0,0,0,0,0,0,0,0,0,0,0,0,1,43560.0,1,9.0,1,0,0,0,0,0
478,78109,TX,259995.0,0,0,0,0,0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,0,1910.0,,,0,,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,converse,0,0,0,0,0,0,0,0,0,0,0,0,1,6392.0,1,7.0,1,0,0,0,0,0
479,20004,DC,449000.0,2,1,1,1,1,8.0,8.0,3.0,3.0,0.82,0.82,2.02,2.02,0,801.0,,,0,3.0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,washington,0,0,1,0,0,0,0,0,0,0,0,0,0,801.0,1,35.0,0,0,0,0,0,0
480,33319,FL,382359.0,3,1,1,1,1,4.0,4.0,3.0,3.0,1.0,1.0,2.1,2.0,0,1984.0,4.0,3.0,0,2.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,tamarac,0,0,1,0,0,0,0,0,0,0,0,0,0,1984.0,1,7.0,1,0,0,0,0,0
481,33144,FL,839000.0,5,1,1,1,1,10.0,8.0,10.0,4.0,17.6,0.7,17.6,0.7,0,4048.0,,,0,,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,miami,0,0,0,0,0,0,0,0,0,0,0,0,1,23522.0,1,48.0,0,0,0,0,0,0
482,11434,NY,959000.0,1,1,1,0,0,3.0,3.0,0.0,0.0,0.31,0.31,100.0,100.0,0,2200.0,8.0,5.0,0,2.0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,1,jamaica,0,0,0,0,0,0,1,0,0,0,0,0,0,4000.0,1,96.0,0,0,0,0,0,0
483,33610,FL,280000.0,3,1,1,1,1,3.0,4.0,2.0,4.0,0.23,0.69,9.71,0.69,0,2098.0,5.0,3.0,0,1.0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,tampa,0,0,1,0,0,0,0,0,0,0,0,0,0,6250.0,1,69.0,0,0,0,0,0,0
