,zipcode,state,target_clean,total_schools,has_preschool,has_elementary_school,has_middle_school,has_highschool,best_preschool_rating,best_elementary_school_rating,best_middle_school_rating,best_highschool_rating,preschool_distance,elementary_school_distance,middle_school_distance,highschool_distance,pool,sqft_clean,beds_clean,baths_int,has_half_bath,stories_int,is_split_level,fireplaces,has_firepit,heating_forced_air,heating_gas,heating_electric,heating_heat_pump,heating_oil,heating_baseboard,heating_radiant,heating_hot_water_steam,heating_central,heating_other,no_heating,cooling_central,cooling_heat_pump,cooling_evaporative,cooling_window_wall,cooling_fans,cooling_zoned,cooling_other,cooling_no,parking_garage,parking_carport,parking_driveway,parking_off_street,parking_other,parking_spaces,was_remodeled,city_clean,is_foreclosure,type_lot_land,type_single_family,type_condo,type_traditional,type_townhouse,type_multi_family,type_coop,type_mobile_manufactured,type_apartment,type_penthouse,type_farm_ranch,type_other,lotsize_clean,type_sum,house_age,is_new_construction,is_historical,best_preschool_rating_missing,best_elementary_school_rating_missing,best_middle_school_rating_missing,best_highschool_rating_missing
0,28387,NC,418000.0,8,1,1,1,1,0.0,7.0,4.0,7.0,0.99,5.1,3.6,5.1,0,2900.0,4.0,4.0,1,1.0,0,1.0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,southern pines,0,0,1,0,0,0,0,0,0,0,0,0,0,2900.0,1,7.0,1,0,1,0,0,0
1,99216,WA,310000.0,3,1,1,1,1,4.0,4.0,4.0,4.0,1.01,1.65,1.01,1.65,0,1947.0,3.0,3.0,0,2.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,spokane valley,0,0,1,0,0,0,0,0,0,0,0,0,0,5828.0,1,7.0,1,0,0,0,0,0
2,90049,CA,2895000.0,3,0,1,1,1,0.0,8.0,8.0,8.0,100.0,2.63,1.19,2.63,1,3000.0,3.0,2.0,0,1.0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,los angeles,0,0,1,0,0,0,0,0,0,0,0,0,0,8626.0,1,65.0,0,0,0,0,0,0
3,75205,TX,2395000.0,4,1,1,1,1,9.0,9.0,10.0,9.0,0.1,1.05,1.05,0.81,0,6457.0,5.0,8.0,0,3.0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,dallas,0,0,1,0,0,0,0,0,0,0,0,0,0,8220.0,1,20.0,0,0,0,0,0,0
4,32908,FL,5000.0,3,1,1,1,1,5.0,5.0,5.0,5.0,3.03,3.25,3.03,3.25,0,0.0,,,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,palm bay,0,1,0,0,0,0,0,0,0,0,0,0,0,10019.0,1,0.0,0,0,0,0,0,0
5,19145,PA,209000.0,0,0,0,0,0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,0,897.0,2.0,,0,2.0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,philadelphia,0,0,0,0,0,1,0,0,0,0,0,0,0,680.0,1,106.0,0,1,0,0,0,0
6,34759,FL,181500.0,4,1,1,1,1,3.0,3.0,1.0,3.0,0.8,0.8,4.2,8.3,0,1507.0,,,0,1.0,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,poinciana,0,0,0,0,0,0,0,0,0,0,0,0,1,4996.0,1,20.0,0,0,0,0,0,0
7,38115,TN,68000.0,3,1,1,1,1,4.0,4.0,2.0,2.0,0.7,0.7,0.4,2.2,0,1809.0,,,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,memphis,0,0,0,0,0,0,0,0,0,0,0,0,1,8750.0,1,50.0,0,0,0,0,0,0
8,77080,TX,311995.0,3,1,1,1,1,4.0,4.0,3.0,2.0,0.7,0.7,0.6,1.9,0,1930.0,3.0,3.0,0,2.0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,houston,0,0,1,0,0,0,0,0,0,0,0,0,0,2056.0,1,7.0,1,0,0,0,0,0
9,11354,NY,669000.0,3,1,1,1,1,10.0,10.0,8.0,2.0,2.37,2.37,1.88,0.3,0,1300.0,3.0,2.0,0,2.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,flushing,0,0,0,0,0,0,0,1,0,0,0,0,0,75359.0,1,61.0,0,0,0,0,0,0
10,77068,TX,260000.0,5,1,1,1,1,6.0,6.0,6.0,5.0,0.4,0.4,3.0,7.4,0,3130.0,,,0,2.0,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,houston,0,0,0,0,0,0,0,0,0,0,0,0,1,5715.0,1,11.0,0,0,0,0,0,0
11,33028,FL,525000.0,3,1,1,1,1,7.0,7.0,8.0,7.0,0.92,0.92,2.66,2.54,1,2839.0,4.0,3.0,0,1.0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,2,1,pembroke pines,0,0,1,0,0,0,0,0,0,0,0,0,0,10270.0,1,30.0,0,0,0,0,0,0
12,97401,OR,499900.0,3,0,1,1,1,0.0,8.0,7.0,8.0,100.0,1.0,1.1,1.0,0,1820.0,3.0,2.0,0,1.0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,eugene,0,0,1,0,0,0,0,0,0,0,0,0,0,7000.0,1,7.0,1,0,0,0,0,0
13,77084,TX,168800.0,3,1,1,1,1,4.0,7.0,5.0,7.0,0.7,2.9,0.6,2.9,0,2454.0,4.0,3.0,0,2.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,houston,0,0,1,0,0,0,0,0,0,0,0,0,0,2130.0,1,44.0,0,0,0,0,0,0
14,11219,NY,1650000.0,3,0,1,1,1,0.0,8.0,8.0,3.0,100.0,0.2,0.2,1.5,0,1809.0,,,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,brooklyn,0,0,0,0,0,0,0,0,0,0,0,0,1,2003.0,1,121.0,0,1,0,0,0,0
15,33311,FL,335000.0,4,1,1,1,1,4.0,4.0,3.0,3.0,0.5,0.5,0.5,0.5,0,2203.0,,1.0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,fort lauderdale,0,0,0,0,0,0,0,0,0,0,0,0,1,5304.0,1,18.0,0,0,0,0,0,0
16,10027,NY,2650000.0,4,1,1,1,1,2.0,5.0,2.0,5.0,0.3,0.1,0.9,0.1,0,3325.0,,,0,2.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,new york,0,0,0,0,0,1,0,0,0,0,0,0,0,1782.0,1,127.0,0,1,0,0,0,0
17,77375,TX,365000.0,2,1,1,1,0,7.0,7.0,7.0,0.0,1.78,1.78,2.09,100.0,0,3080.0,4.0,4.0,0,2.0,0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,tomball,0,0,1,0,0,0,0,0,0,0,0,0,0,10424.0,1,10.0,1,0,0,0,0,0
18,33304,FL,626000.0,3,1,1,1,1,3.0,7.0,5.0,7.0,0.19,0.83,0.27,0.83,1,1612.0,4.0,4.0,0,1.0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fort lauderdale,0,0,0,0,0,0,1,0,0,0,0,0,0,8110.0,1,72.0,0,0,0,0,0,0
19,93552,CA,375000.0,2,0,1,1,1,0.0,5.0,3.0,5.0,100.0,1.7,2.9,1.7,0,1731.0,4.0,2.0,0,1.0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,palmdale,0,0,1,0,0,0,0,0,0,0,0,0,0,51401.0,1,37.0,0,0,0,0,0,0
20,33139,FL,579000.0,5,1,1,1,1,10.0,7.0,10.0,4.0,24.0,0.2,24.0,2.0,0,1080.0,,1.0,0,0.0,1,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,miami beach,0,0,0,0,0,0,0,0,0,0,1,0,0,1080.0,1,30.0,0,0,0,0,0,0
21,77386,TX,499007.0,3,0,1,1,1,0.0,9.0,9.0,8.0,100.0,1.47,1.47,6.77,0,3645.0,4.0,4.0,0,2.0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,spring,0,0,1,0,0,0,0,0,0,0,0,0,0,7962.0,1,7.0,1,0,0,0,0,0
22,76542,TX,182000.0,3,1,1,1,1,6.0,6.0,6.0,3.0,0.49,0.49,1.51,1.36,0,1953.0,4.0,2.0,0,1.0,0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,killeen,0,0,1,0,0,0,0,0,0,0,0,0,0,8120.0,1,12.0,0,0,0,0,0,0
23,20009,DC,3749000.0,2,1,1,1,1,10.0,10.0,3.0,3.0,0.14,0.14,0.9,0.9,0,5796.0,8.0,7.0,0,3.0,0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,washington,0,0,1,0,0,0,0,0,0,0,0,0,0,2080.0,1,111.0,0,1,0,0,0,0
26,33328,FL,559000.0,3,1,1,1,1,8.0,8.0,8.0,8.0,0.12,4.04,2.04,4.04,0,2349.0,4.0,3.0,0,1.0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,davie,0,0,1,0,0,0,0,0,0,0,0,0,0,9000.0,1,32.0,0,0,0,0,0,0
27,11238,NY,830000.0,1,1,1,0,0,6.0,6.0,0.0,0.0,0.29,0.29,100.0,100.0,0,935.0,2.0,2.0,0,4.0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,brooklyn,0,0,0,0,0,0,0,1,0,0,0,0,0,5249.0,1,116.0,0,1,0,0,0,0
28,90016,CA,1195000.0,8,1,1,1,1,0.0,6.0,5.0,1.0,0.99,0.6,0.2,0.8,0,1736.0,4.0,2.0,0,2.0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,los angeles,0,0,0,0,0,0,1,0,0,0,0,0,0,4828.0,1,103.0,0,1,1,0,0,0
29,33614,FL,262000.0,3,1,1,1,1,5.0,5.0,2.0,4.0,0.0,0.0,3.0,2.9,0,1677.0,4.0,2.0,0,1.0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,tampa,0,0,1,0,0,0,0,0,0,0,0,0,0,8189.0,1,66.0,0,0,0,0,0,0
30,34952,FL,204800.0,10,1,1,1,1,7.0,7.0,5.0,4.0,1.31,1.31,3.83,2.62,0,1176.0,3.0,2.0,0,1.0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,port saint lucie,0,0,1,0,0,0,0,0,0,0,0,0,0,12197.0,1,49.0,0,0,0,0,0,0
31,33160,FL,179000.0,2,1,1,1,1,10.0,10.0,10.0,6.0,31.1,28.4,30.114899999999906,1.5,0,1085.0,2.0,2.0,0,2.0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,north miami beach,0,0,0,1,0,0,0,0,0,0,0,0,0,1085.0,1,54.0,0,0,0,0,0,0
32,32210,FL,105000.0,3,0,1,1,1,0.0,4.0,2.0,4.0,100.0,0.86,0.49,0.86,0,864.0,3.0,2.0,0,1.0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jacksonville,0,0,1,0,0,0,0,0,0,0,0,0,0,7782.0,1,63.0,0,0,0,0,0,0
33,28202,NC,260000.0,3,0,1,1,1,0.0,8.0,7.0,8.0,100.0,4.12,9.91,4.12,0,900.0,2.0,,0,2.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,charlotte,0,0,0,1,0,0,0,0,0,0,0,0,0,900.0,1,45.0,0,0,0,0,0,0
34,93705,CA,284900.0,2,0,1,1,1,0.0,4.0,3.0,4.0,100.0,0.8,0.3,0.8,0,1448.0,3.0,3.0,0,1.0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,fresno,0,0,1,0,0,0,0,0,0,0,0,0,0,7440.0,1,77.0,0,0,0,0,0,0
35,33133,FL,495000.0,2,1,1,1,1,10.0,10.0,10.0,5.0,16.7,16.7,16.7,0.9,0,1396.0,3.0,2.0,0,1.0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,miami,0,0,1,0,0,0,0,0,0,0,0,0,0,5998.0,1,72.0,0,0,0,0,0,0
36,75214,TX,385000.0,3,1,1,1,1,6.0,6.0,5.0,5.0,0.54,0.54,0.84,0.71,0,1720.0,2.0,3.0,0,2.0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,dallas,0,0,0,1,0,0,0,0,0,0,0,0,0,1720.0,1,7.0,1,0,0,0,0,0
39,33332,FL,620000.0,3,0,1,1,1,0.0,9.0,10.0,9.0,100.0,1.58,1.7,1.58,1,2388.0,3.0,3.0,0,1.0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,weston,0,0,1,0,0,0,0,0,0,0,0,0,0,10890.0,1,35.0,0,0,0,0,0,0
40,89108,NV,125000.0,3,1,1,1,1,1.0,2.0,0.0,2.0,1.06,1.48,1.64,1.48,0,1081.0,2.0,2.0,0,2.0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,las vegas,0,0,0,1,0,0,0,0,0,0,0,0,0,2052.0,1,32.0,0,0,0,0,1,0
41,91342,CA,499000.0,8,1,1,1,1,0.0,7.0,7.0,7.0,0.99,0.3,0.3,0.3,0,1101.0,3.0,2.0,0,1.0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,0,sylmar,0,0,1,0,0,0,0,0,0,0,0,0,0,7497.0,1,68.0,0,0,1,0,0,0
42,75709,TX,1429000.0,3,1,1,1,1,4.0,4.0,5.0,2.0,1.7,1.7,3.5,2.8,0,5358.0,5.0,5.0,0,2.0,0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,tyler,0,0,1,0,0,0,0,0,0,0,0,0,0,39640.0,1,21.0,0,0,0,0,0,0
43,76179,TX,233990.0,3,1,1,1,1,8.0,8.0,6.0,7.0,0.44,0.44,0.9,0.55,0,1683.0,3.0,2.0,0,1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,fort worth,0,0,1,0,0,0,0,0,0,0,0,0,0,7218.0,1,9.0,1,0,0,0,0,0
45,85310,AZ,275000.0,8,1,1,1,1,9.0,9.0,9.0,7.0,1.8,1.8,2.2,2.5,0,0.0,,,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,glendale,0,1,0,0,0,0,0,0,0,0,0,0,0,50530.0,1,0.0,0,0,0,0,0,0
46,32164,FL,27000.0,3,1,1,1,1,4.0,5.0,4.0,5.0,5.92,4.01,5.92,4.01,0,0.0,,,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,palm coast,0,1,0,0,0,0,0,0,0,0,0,0,0,10018.0,1,0.0,0,0,0,0,0,0
47,11357,NY,598000.0,3,1,1,1,1,10.0,10.0,8.0,5.0,0.28,0.28,0.84,2.11,0,1200.0,3.0,2.0,0,1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,beechhurst,0,0,0,1,0,0,0,0,0,0,0,0,0,1200.0,1,44.0,0,0,0,0,0,0
48,33137,FL,1780000.0,2,1,1,1,1,10.0,10.0,10.0,2.0,22.6,22.6,22.6,1.8,0,1873.0,3.0,4.0,0,2.0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,miami,0,0,0,1,0,0,0,0,0,0,0,0,0,1873.0,1,8.0,1,0,0,0,0,0
49,97221,OR,490000.0,3,0,1,1,1,0.0,7.0,8.0,7.0,100.0,0.31,1.12,1.72,0,1908.0,3.0,3.0,0,2.0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,portland,0,0,1,0,0,0,0,0,0,0,0,0,0,7000.0,1,43.0,0,0,0,0,0,0
50,30354,GA,175000.0,3,1,1,1,1,3.0,3.0,1.0,2.0,0.41,0.41,3.65,2.05,0,1632.0,4.0,2.0,0,2.0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,hapeville,0,0,1,0,0,0,0,0,0,0,0,0,0,6251.0,1,98.0,0,1,0,0,0,0
51,28387,NC,166500.0,8,1,1,1,1,0.0,7.0,4.0,7.0,0.99,2.2,4.0,2.2,0,0.0,2.0,2.0,0,1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,southern pines,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,2,28.0,0,0,1,0,0,0
53,34607,FL,799000.0,3,1,1,1,1,7.0,7.0,4.0,5.0,3.14,3.14,5.71,10.03,0,3756.0,4.0,4.0,0,2.0,0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,hernando beach,0,0,1,0,0,0,0,0,0,0,0,0,0,6000.0,1,29.0,0,0,0,0,0,0
55,33317,FL,333543.0,3,1,1,1,1,3.0,5.0,6.0,5.0,0.5,1.9,2.3,1.9,1,2088.0,3.0,2.0,0,1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,plantation,0,0,1,0,0,0,0,0,0,0,0,0,0,9600.0,1,62.0,0,0,0,0,0,0
56,78260,TX,409069.0,3,1,1,1,1,10.0,10.0,9.0,8.0,2.5,2.5,11.9,10.6,0,2688.0,3.0,3.0,0,1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,san antonio,0,0,1,0,0,0,0,0,0,0,0,0,0,2688.0,1,7.0,1,0,0,0,0,0
58,77017,TX,149999.0,8,1,1,1,1,9.0,9.0,3.0,1.0,0.3,0.3,2.2,0.9,0,1308.0,2.0,1.0,0,1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,houston,0,0,1,0,0,0,0,0,0,0,0,0,0,11920.0,1,86.0,0,0,0,0,0,0
59,77055,TX,220000.0,3,1,1,1,1,3.0,3.0,3.0,2.0,0.42,1.6,1.6,3.7,0,1612.0,,2.0,0,2.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,houston,0,0,1,0,0,0,0,0,0,0,0,0,0,4696.0,1,61.0,0,0,0,0,0,0
60,89121,NV,255000.0,3,1,1,1,1,5.0,5.0,0.0,3.0,0.26,0.26,1.64,1.19,1,1244.0,3.0,2.0,0,1.0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,las vegas,0,0,1,0,0,0,0,0,0,0,0,0,0,7405.0,1,58.0,0,0,0,0,1,0
61,8701,NJ,269000.0,7,1,1,1,1,0.0,4.0,3.0,2.0,0.99,1.4,3.6,3.7,0,2272.0,2.0,2.0,0,1.0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,lakewood,0,0,1,0,0,0,0,0,0,0,0,0,0,4983.0,1,27.0,0,0,1,0,0,0
62,76705,TX,10000.0,4,0,1,1,1,0.0,5.0,2.0,3.0,100.0,2.48,2.42,1.59,0,0.0,,,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,waco,0,1,0,0,0,0,0,0,0,0,0,0,0,13068.0,1,0.0,0,0,0,0,0,0
63,98106,WA,475000.0,3,1,1,1,1,3.0,4.0,6.0,4.0,0.7,0.18,0.33,0.18,0,770.0,2.0,,0,1.0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,seattle,0,0,1,0,0,0,0,0,0,0,0,0,0,7680.0,1,108.0,0,1,0,0,0,0
64,33952,FL,219900.0,3,1,1,1,1,4.0,7.0,7.0,7.0,1.4,4.8,2.6,4.8,0,1160.0,,,0,1.0,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,port charlotte,0,0,0,0,0,0,0,0,0,0,0,0,1,10200.0,1,66.0,0,0,0,0,0,0
65,97702,OR,714550.0,3,0,1,1,1,0.0,10.0,7.0,10.0,100.0,2.2,1.5,2.2,0,2383.0,4.0,3.0,0,1.0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bend,0,0,1,0,0,0,0,0,0,0,0,0,0,5227.0,1,7.0,1,0,0,0,0,0
66,75209,TX,1795000.0,3,1,1,1,1,6.0,6.0,3.0,3.0,1.03,1.03,2.58,2.44,0,4520.0,4.0,6.0,0,2.0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,dallas,0,0,1,0,0,0,0,0,0,0,0,0,0,9263.0,1,12.0,0,0,0,0,0,0
67,33316,FL,339000.0,3,1,1,1,1,7.0,7.0,5.0,7.0,0.22,3.09,2.79,3.09,0,1250.0,2.0,3.0,0,2.0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fort lauderdale,0,0,0,1,0,0,0,0,0,0,0,0,0,654.0,1,42.0,0,0,0,0,0,0
68,2127,MA,916900.0,0,0,0,0,0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,0,1060.0,2.0,2.0,0,2.0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,boston,0,0,0,1,0,0,0,0,0,0,0,0,0,1060.0,1,7.0,1,0,0,0,0,0
69,33140,FL,650000.0,5,1,1,1,1,10.0,10.0,10.0,4.0,0.6,0.6,27.0,1.4,0,538.0,,,0,,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,miami beach,0,0,0,0,0,0,0,0,0,0,0,0,1,538.0,1,18.0,0,0,0,0,0,0
70,27713,NC,399000.0,3,1,1,1,1,5.0,5.0,3.0,4.0,2.4,2.4,2.4,1.9,0,2375.0,4.0,3.0,0,1.0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,durham,0,0,1,0,0,0,0,0,0,0,0,0,0,15682.0,1,7.0,1,0,0,0,0,0
71,99203,WA,289000.0,3,1,1,1,1,5.0,7.0,7.0,7.0,0.5,2.2,0.2,2.2,0,1993.0,3.0,2.0,0,1.0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,spokane,0,0,1,0,0,0,0,0,0,0,0,0,0,5623.0,1,80.0,0,0,0,0,0,0
72,77375,TX,344990.0,3,1,1,1,1,5.0,8.0,7.0,8.0,4.4,4.1,4.3,4.1,0,2347.0,4.0,4.0,0,2.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,the woodlands,0,0,1,0,0,0,0,0,0,0,0,0,0,2347.0,1,7.0,1,0,0,0,0,0
74,78258,TX,439000.0,3,1,1,1,1,9.0,9.0,10.0,9.0,0.6,1.81,2.88,1.81,0,2831.0,4.0,3.0,0,1.0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,san antonio,0,0,1,0,0,0,0,0,0,0,0,0,0,44431.0,1,23.0,0,0,0,0,0,0
75,78251,TX,304900.0,3,1,1,1,1,8.0,8.0,5.0,7.0,0.74,0.74,0.68,0.44,0,2991.0,4.0,3.0,0,2.0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,san antonio,0,0,1,0,0,0,0,0,0,0,0,0,0,10411.0,1,26.0,0,0,0,0,0,0
76,34953,FL,259900.0,8,1,1,1,1,5.0,8.0,8.0,5.0,4.25,7.33,7.33,1.03,0,2268.0,4.0,2.0,0,1.0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,port saint lucie,0,0,1,0,0,0,0,0,0,0,0,0,0,10019.0,1,22.0,0,0,0,0,0,0
77,32407,FL,715000.0,3,1,1,1,1,7.0,7.0,6.0,7.0,1.38,1.38,2.21,1.38,1,1916.0,3.0,3.0,0,2.0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,panama city beach,0,0,0,1,0,0,0,0,0,0,0,0,0,1916.0,1,19.0,0,0,0,0,0,0
80,32801,FL,138500.0,7,1,1,1,1,3.0,9.0,9.0,7.0,1.6,0.4,0.4,4.6,0,667.0,,,0,1.0,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,orlando,0,0,0,0,0,0,0,0,0,0,0,0,1,667.0,1,24.0,0,0,0,0,0,0
81,32164,FL,229000.0,8,1,1,1,1,5.0,6.0,5.0,6.0,0.6,3.8,0.6,3.8,0,1587.0,3.0,2.0,0,1.0,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,palm coast,0,0,1,0,0,0,0,0,0,0,0,0,0,19994.0,1,27.0,0,0,0,0,0,0
